,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Interceptions,Rating
4058,Jacek Góralski,2017/2018,Ludogorets Ra..,,UEL,7,485,23,7.01
4059,Youssouf Sabaly,2017/2018,Bordeaux,France-Ligue-1,FL1,35,3094,54,7.11
4060,Youssouf Sabaly,2016/2017,Bordeaux,France-Ligue-1,FL1,30,2648,72,7.28
4061,Youssouf Sabaly,2015/2016,Nantes,France-Ligue-1,FL1,28,2502,64,7.27
4062,Youssouf Sabaly,2014/2015,Evian Thonon ..,France-Ligue-1,FL1,28,2476,85,7.16
4063,Youssouf Sabaly,2013/2014,Evian Thonon ..,France-Ligue-1,FL1,36,3113,88,7.08
4064,Moussa Konaté,2017/2018,Amiens,France-Ligue-1,FL1,33,2482,3,6.64
4065,Moussa Konaté,2015/2016,FC Sion,Europe-UEFA-Europa-League,UEL,7,608,2,6.81
4066,Moussa Konaté,2013/2014,Genoa,Italy-Serie-A,ISA,25,1209,8,6.42
4067,Amr Warda,2016/2017,PAOK Thessalo..,,UEL,2,74,-,6.21
4068,Ilya Kutepov,2017/2018,Spartak Mosco..,Europe-UEFA-Europa-League,UEL,2,170,4,6.98
4069,Ilya Kutepov,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,3,270,13,7.31
4070,Ilya Kutepov,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,18,1444,58,7.08
4071,Ilya Kutepov,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,24,2127,101,7.16
4072,Ilya Kutepov,2015/2016,Spartak Mosco..,Russia-Premier-League,RPL,10,805,28,6.85
4073,Roman Zobnin,2017/2018,Spartak Mosco..,Europe-UEFA-Europa-League,UEL,2,180,1,6.88
4074,Roman Zobnin,2017/2018,Spartak Mosco..,Europe-UEFA-Champions-League,UCL,2,107,-,6.27
4075,Roman Zobnin,2017/2018,Spartak Mosco..,Russia-Premier-League,RPL,14,1006,13,6.85
4076,Roman Zobnin,2016/2017,Spartak Mosco..,Russia-Premier-League,RPL,29,2488,37,7.05
4077,Roman Zobnin,2015/2016,Dinamo Moscow,Russia-Premier-League,RPL,29,2241,56,6.77
4078,Roman Zobnin,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,1,46,-,5.37
4079,Roman Zobnin,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,15,594,12,6.43
4080,Roman Zobnin,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,4,94,2,5.97
4081,Gastón Silva,2017/2018,Independiente,Argentina-Primera-División,APD,12,1015,29,7.25
4082,Gastón Silva,2016/2017,Granada,Spain-La-Liga,SLL,22,1749,40,6.46
4083,Gastón Silva,2015/2016,Torino,Italy-Serie-A,ISA,12,897,24,6.83
4084,Gastón Silva,2014/2015,Torino,Italy-Serie-A,ISA,5,326,5,6.61
4085,Gastón Silva,2014/2015,Torino,Europe-UEFA-Europa-League,UEL,4,360,10,7.7
4086,Giorgian De Arrascaeta,2018,Cruzeiro,Brazil-Brasileirão,BSA,5,344,4,7.44
4087,Giorgian De Arrascaeta,2017,Cruzeiro,Brazil-Brasileirão,BSA,16,1075,2,6.91
4088,Giorgian De Arrascaeta,2016,Cruzeiro,Brazil-Brasileirão,BSA,31,2414,12,7.17
4089,Giorgian De Arrascaeta,2015,Cruzeiro,Brazil-Brasileirão,BSA,21,1229,7,6.8
4090,Giorgian De Arrascaeta,2015,Uruguay,International-Copa-America,ICA,1,26,-,6.08
4091,Milad Mohammadi,2017/2018,FK Akhmat,Russia-Premier-League,RPL,23,1921,33,6.94
4092,Milad Mohammadi,2016/2017,FK Akhmat,Russia-Premier-League,RPL,24,2077,43,6.92
4093,Milad Mohammadi,2015/2016,FK Akhmat,Russia-Premier-League,RPL,3,106,-,6.51
4094,Saman Ghoddos,2017/2018,Oestersunds F..,Europe-UEFA-Europa-League,UEL,8,720,4,7.5
4095,Saman Ghoddos,2017,Oestersunds F..,Sweden-Allsvenskan,SA,23,1843,13,7.24
4096,Saman Ghoddos,2016,Oestersunds F..,Sweden-Allsvenskan,SA,26,2157,19,7.29
4097,Alireza Jahanbakhsh,2017/2018,AZ Alkmaar,Netherlands-Eredivisie,NE,33,2840,18,8.2
4098,Alireza Jahanbakhsh,2016/2017,AZ Alkmaar,Netherlands-Eredivisie,NE,30,2277,29,7.41
4099,Alireza Jahanbakhsh,2016/2017,AZ Alkmaar,Europe-UEFA-Europa-League,UEL,5,333,1,6.67
4100,Alireza Jahanbakhsh,2015/2016,AZ Alkmaar,Europe-UEFA-Europa-League,UEL,3,169,2,6.43
4101,Alireza Jahanbakhsh,2015/2016,AZ Alkmaar,Netherlands-Eredivisie,NE,23,1673,18,7.36
4102,Alireza Jahanbakhsh,2013/2014,NEC Nijmegen,Netherlands-Eredivisie,NE,27,1289,11,6.75
4103,Alireza Jahanbakhsh,2014,Iran,International-FIFA-World-Cup,WC,3,44,-,6.25
4104,Raphaël Guerreiro,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,9,547,11,6.78
4105,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,1,28,-,6.29
4106,Raphaël Guerreiro,2017/2018,Borussia Dort..,Europe-UEFA-Champions-League,UCL,3,252,4,6.66
4107,Raphaël Guerreiro,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,24,1483,33,7.18
4108,Raphaël Guerreiro,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,6,502,6,7.1
4109,Raphaël Guerreiro,2015/2016,Lorient,France-Ligue-1,FL1,34,2506,92,6.93
4110,Raphaël Guerreiro,2015,Portugal U21,International-EURO-U-21,IEU,5,424,14,7.09
4111,Raphaël Guerreiro,2014/2015,Lorient,France-Ligue-1,FL1,34,2769,50,7.01
4112,Raphaël Guerreiro,2016,Portugal,International-European-Championship,UEC,5,450,11,7.1
4113,Raphaël Guerreiro,2013/2014,Lorient,France-Ligue-1,FL1,33,2970,87,6.85
4114,Milos Degenek,2016/2017,1860 Muenchen,Germany-Bundesliga-II,GB2,8,642,16,6.71
4115,Milos Degenek,2015/2016,1860 Muenchen,Germany-Bundesliga-II,GB2,25,1772,54,6.61
4116,Riza Durmisi,2017/2018,Real Betis,Spain-La-Liga,SLL,24,2080,15,6.49
4117,Riza Durmisi,2016/2017,Real Betis,Spain-La-Liga,SLL,27,2387,29,6.76
4118,Riza Durmisi,2015,Denmark U21,International-EURO-U-21,IEU,1,90,2,7.93
4119,Lukas Lerager,2017/2018,Bordeaux,,FL1,37,3286,67,6.94
4120,Viktor Fischer,2017/2018,Mainz 05,Germany-Bundesliga,GB,10,331,3,6.17
4121,Viktor Fischer,2017/2018,FC Copenhagen,Europe-UEFA-Europa-League,UEL,2,118,-,6.97
4122,Viktor Fischer,2016/2017,Middlesbrough,England-Premier-League,EPL,13,439,-,6.37
4123,Viktor Fischer,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,6,428,7,6.96
4124,Viktor Fischer,2015/2016,Ajax,Netherlands-Eredivisie,NE,28,1191,7,6.8
4125,Viktor Fischer,2015,Denmark U21,International-EURO-U-21,IEU,4,142,1,6.31
4126,Viktor Fischer,2014/2015,Ajax,Netherlands-Eredivisie,NE,4,217,1,7.21
4127,Viktor Fischer,2013/2014,Ajax,Europe-UEFA-Champions-League,UCL,5,361,2,6.53
4128,Viktor Fischer,2013/2014,Ajax,Europe-UEFA-Europa-League,UEL,1,90,-,5.93
4129,Viktor Fischer,2013/2014,Ajax,Netherlands-Eredivisie,NE,24,1636,19,7.0
4130,Viktor Fischer,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,172,1,6.54
4131,Viktor Fischer,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,3,97,3,6.27
4132,Kenneth Zohore,2017/2018,Cardiff,England-Championship,EC,36,2680,-,7.0
4133,Kenneth Zohore,2016/2017,Cardiff,England-Championship,EC,29,2251,4,7.2
4134,Kenneth Zohore,2015/2016,Cardiff,England-Championship,EC,12,259,2,6.33
4135,Kenneth Zohore,2010/2011,FC Copenhagen,Europe-UEFA-Champions-League,UCL,5,68,-,6.15
4136,Nabil Fekir,2017/2018,Lyon,Europe-UEFA-Europa-League,UEL,8,660,1,7.73
4137,Nabil Fekir,2017/2018,Lyon,France-Ligue-1,FL1,30,2481,8,7.86
4138,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Champions-League,UCL,5,286,1,6.51
4139,Nabil Fekir,2016/2017,Lyon,France-Ligue-1,FL1,32,2224,1,7.1
4140,Nabil Fekir,2016/2017,Lyon,Europe-UEFA-Europa-League,UEL,8,488,1,7.59
4141,Nabil Fekir,2015/2016,Lyon,France-Ligue-1,FL1,9,464,5,7.04
4142,Nabil Fekir,2014/2015,Lyon,France-Ligue-1,FL1,34,2776,6,7.57
4143,Nabil Fekir,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,3,32,-,6.04
4144,Nabil Fekir,2013/2014,Lyon,France-Ligue-1,FL1,11,544,2,6.64
4145,Matej Mitrovic,2017/2018,Besiktas,Turkey-Super-Lig,TS,2,109,-,6.88
4146,Matej Mitrovic,2017/2018,Besiktas,Europe-UEFA-Champions-League,UCL,2,106,4,6.98
4147,Matej Mitrovic,2016/2017,Besiktas,Turkey-Super-Lig,TS,7,263,9,6.54
4148,Matej Mitrovic,2016/2017,Besiktas,Europe-UEFA-Europa-League,UEL,4,334,8,6.71
4149,Matej Mitrovic,2014/2015,Rijeka,Europe-UEFA-Europa-League,UEL,4,360,17,7.42
4150,Mateo Kovacic,2017/2018,Real Madrid,Spain-La-Liga,SLL,21,989,5,6.73
4151,Mateo Kovacic,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,7,258,5,6.47
4152,Mateo Kovacic,2016/2017,Real Madrid,Spain-La-Liga,SLL,27,1689,21,7.12
4153,Mateo Kovacic,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,5,213,2,6.97
4154,Mateo Kovacic,2015/2016,Real Madrid,Spain-La-Liga,SLL,25,1030,14,6.5
4155,Mateo Kovacic,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,8,340,4,6.87
4156,Mateo Kovacic,2014/2015,Inter,Italy-Serie-A,ISA,35,2463,22,7.15
4157,Mateo Kovacic,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,6,253,3,6.39
4158,Mateo Kovacic,2016,Croatia,International-European-Championship,UEC,2,36,2,6.26
4159,Mateo Kovacic,2013/2014,Inter,Italy-Serie-A,ISA,32,1608,13,6.95
4160,Mateo Kovacic,2014,Croatia,International-FIFA-World-Cup,WC,3,111,-,6.19
4161,Mateo Kovacic,2012/2013,Inter,Italy-Serie-A,ISA,13,1026,12,7.27
4162,Mateo Kovacic,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,4,313,8,7.39
4163,Mateo Kovacic,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,456,8,6.59
4164,Mateo Kovacic,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,413,-,6.39
4165,Ante Rebic,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,25,1764,6,6.96
4166,Ante Rebic,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,1407,31,6.61
4167,Ante Rebic,2015/2016,Fiorentina,Italy-Serie-A,ISA,4,229,5,6.78
4168,Ante Rebic,2015/2016,Verona,Italy-Serie-A,ISA,10,527,7,6.24
4169,Ante Rebic,2015/2016,Fiorentina,Europe-UEFA-Europa-League,UEL,2,171,5,6.79
4170,Ante Rebic,2013/2014,Fiorentina,Italy-Serie-A,ISA,4,91,-,6.21
4171,Ante Rebic,2014,Croatia,International-FIFA-World-Cup,WC,3,44,-,6.07
4172,Sverrir Ingi Ingason,2017/2018,FC Rostov,Russia-Premier-League,RPL,28,2479,53,7.03
4173,Sverrir Ingi Ingason,2016/2017,Granada,Spain-La-Liga,SLL,17,1473,33,6.67
4174,Sverrir Ingi Ingason,2016,Iceland,International-European-Championship,UEC,2,49,1,6.59
4175,William Troost-Ekong,2017/2018,Bursaspor,Turkey-Super-Lig,TS,27,2286,34,6.67
4176,William Troost-Ekong,2016,FK Haugesund,Norway-Eliteserien,NE,24,2160,59,7.42
4177,William Troost-Ekong,2014/2015,FC Dordrecht,Netherlands-Eredivisie,NE,22,1570,46,6.72
4178,William Troost-Ekong,2013/2014,FC Groningen,Netherlands-Eredivisie,NE,2,47,-,6.39
4179,Kenneth Omeruo,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,28,2407,39,7.02
4180,Kenneth Omeruo,2016/2017,Alanyaspor,Turkey-Super-Lig,TS,26,2240,56,6.73
4181,Kenneth Omeruo,2015/2016,Kasimpasa,Turkey-Super-Lig,TS,25,2165,80,7.03
4182,Kenneth Omeruo,2014/2015,Middlesbrough,England-Championship,EC,19,1565,36,7.03
4183,Kenneth Omeruo,2013/2014,Middlesbrough,England-Championship,EC,14,1217,27,7.4
4184,Kenneth Omeruo,2014,Nigeria,International-FIFA-World-Cup,WC,4,360,11,7.44
4185,Kenneth Omeruo,2013,Nigeria,International-Confederations-Cup,ICC,3,178,3,6.36
4186,Marquinhos,2017,Avai FC,Brazil-Brasileirão,BSA,23,1414,9,6.6
4187,Marquinhos,2015,Avai FC,Brazil-Brasileirão,BSA,14,1059,4,6.73
4188,Matthias Ginter,2017/2018,Borussia M.Gl..,Germany-Bundesliga,GB,34,3060,40,6.92
4189,Matthias Ginter,2016/2017,Borussia Dort..,Germany-Bundesliga,GB,29,2475,44,6.8
4190,Matthias Ginter,2016/2017,Borussia Dort..,Europe-UEFA-Champions-League,UCL,8,534,7,6.65
4191,Matthias Ginter,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,24,1890,35,7.16
4192,Matthias Ginter,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,9,538,14,7.05
4193,Matthias Ginter,2015,Germany U21,International-EURO-U-21,IEU,4,360,3,7.08
4194,Matthias Ginter,2014/2015,Borussia Dort..,Germany-Bundesliga,GB,14,840,24,6.76
4195,Matthias Ginter,2014/2015,Borussia Dort..,Europe-UEFA-Champions-League,UCL,5,318,11,6.9
4196,Matthias Ginter,2013/2014,Freiburg,Europe-UEFA-Europa-League,UEL,5,449,12,7.01
4197,Matthias Ginter,2013/2014,Freiburg,Germany-Bundesliga,GB,34,3039,63,6.87
4198,Matthias Ginter,2013,Germany U21,International-EURO-U-21,IEU,3,270,6,6.93
4199,Matthias Ginter,2012/2013,Freiburg,Germany-Bundesliga,GB,23,1949,65,6.93
4200,Matthias Ginter,2011/2012,Freiburg,Germany-Bundesliga,GB,13,1015,36,6.97
4201,Julian Draxler,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,316,6,6.64
4202,Julian Draxler,2017/2018,Paris Saint G..,France-Ligue-1,FL1,30,1706,28,7.04
4203,Julian Draxler,2016/2017,Wolfsburg,Germany-Bundesliga,GB,13,1055,10,7.09
4204,Julian Draxler,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,161,7,7.57
4205,Julian Draxler,2016/2017,Paris Saint G..,France-Ligue-1,FL1,17,1016,12,7.19
4206,Julian Draxler,2015/2016,Wolfsburg,Germany-Bundesliga,GB,21,1522,15,7.17
4207,Julian Draxler,2015/2016,Schalke 04,Germany-Bundesliga,GB,3,253,3,7.43
4208,Julian Draxler,2015/2016,Wolfsburg,Europe-UEFA-Champions-League,UCL,9,656,8,7.25
4209,Julian Draxler,2014/2015,Schalke 04,Germany-Bundesliga,GB,15,774,9,6.86
4210,Julian Draxler,2014/2015,Schalke 04,Europe-UEFA-Champions-League,UCL,3,258,1,7.27
4211,Julian Draxler,2016,Germany,International-European-Championship,UEC,5,330,4,7.22
4212,Julian Draxler,2013/2014,Schalke 04,Europe-UEFA-Champions-League,UCL,8,594,7,7.21
4213,Julian Draxler,2013/2014,Schalke 04,Germany-Bundesliga,GB,26,2154,19,7.69
4214,Julian Draxler,2014,Germany,International-FIFA-World-Cup,WC,1,14,-,6.27
4215,Julian Draxler,2012/2013,Schalke 04,Germany-Bundesliga,GB,30,2150,26,7.41
4216,Julian Draxler,2012/2013,Schalke 04,Europe-UEFA-Champions-League,UCL,6,409,5,7.32
4217,Julian Draxler,2011/2012,Schalke 04,Germany-Bundesliga,GB,30,1790,49,7.14
4218,Julian Draxler,2010/2011,Schalke 04,Germany-Bundesliga,GB,15,514,9,6.35
4219,Julian Draxler,2010/2011,Schalke 04,Europe-UEFA-Champions-League,UCL,6,147,3,6.17
4220,Carlos Salcedo,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,20,1608,21,6.68
4221,Carlos Salcedo,2016/2017,Fiorentina,Italy-Serie-A,ISA,18,1346,32,6.65
4222,Carlos Salcedo,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,2,164,7,7.05
4223,Carlos Salcedo,2015,Mexico,International-Copa-America,ICA,1,19,1,6.66
4224,Carlos Salcedo,2014,Real Salt Lak..,USA-Major-League-Soccer,UMLS,12,800,22,6.97
4225,Carlos Salcedo,2013,Real Salt Lak..,USA-Major-League-Soccer,UMLS,13,1070,30,6.75
4226,Ludwig Augustinsson,2017/2018,Werder Bremen,Germany-Bundesliga,GB,29,2535,39,6.73
4227,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Champions-League,UCL,6,540,7,7.59
4228,Ludwig Augustinsson,2016/2017,FC Copenhagen,Europe-UEFA-Europa-League,UEL,4,360,-,6.9
4229,Ludwig Augustinsson,2015,Sweden U21,International-EURO-U-21,IEU,5,450,8,6.77
4230,Yannick Carrasco,2018,Dalian Yifang,China-Super-league,CSl,11,990,2,7.16
4231,Yannick Carrasco,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,17,900,4,6.91
4232,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,1,31,-,7.22
4233,Yannick Carrasco,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,269,3,6.4
4234,Yannick Carrasco,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,35,2270,14,7.01
4235,Yannick Carrasco,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,12,856,7,7.01
4236,Yannick Carrasco,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,29,1502,24,6.94
4237,Yannick Carrasco,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,9,543,4,7.19
4238,Yannick Carrasco,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,10,626,8,6.98
4239,Yannick Carrasco,2014/2015,Monaco,France-Ligue-1,FL1,36,2813,35,7.25
4240,Yannick Carrasco,2016,Belgium,International-European-Championship,UEC,5,217,1,6.41
4241,Yannick Carrasco,2013/2014,Monaco,France-Ligue-1,FL1,18,1167,15,6.97
4242,Michy Batshuayi,2017/2018,Borussia Dort..,Germany-Bundesliga,GB,10,837,-,7.01
4243,Michy Batshuayi,2017/2018,Borussia Dort..,Europe-UEFA-Europa-League,UEL,4,331,-,6.93
4244,Michy Batshuayi,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,4,123,-,6.82
4245,Michy Batshuayi,2017/2018,Chelsea,England-Premier-League,EPL,12,353,1,6.38
4246,Michy Batshuayi,2016/2017,Chelsea,England-Premier-League,EPL,20,239,2,6.34
4247,Michy Batshuayi,2015/2016,Marseille,Europe-UEFA-Europa-League,UEL,7,554,6,7.29
4248,Michy Batshuayi,2015/2016,Marseille,France-Ligue-1,FL1,36,2938,8,6.94
4249,Michy Batshuayi,2014/2015,Marseille,France-Ligue-1,FL1,25,881,5,6.47
4250,Michy Batshuayi,2016,Belgium,International-European-Championship,UEC,2,21,-,6.54
4251,Michy Batshuayi,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,5,288,3,6.57
4252,Jordan Pickford,2017/2018,Everton,Europe-UEFA-Europa-League,UEL,3,270,1,6.47
4253,Jordan Pickford,2017/2018,Everton,England-Premier-League,EPL,38,3420,2,6.63
4254,Jordan Pickford,2016/2017,Sunderland,England-Premier-League,EPL,29,2610,3,7.04
4255,Jordan Pickford,2015/2016,Preston,England-Championship,EC,24,2101,4,6.95
4256,Jordan Pickford,2015/2016,Sunderland,England-Premier-League,EPL,2,180,-,7.02
4257,John Stones,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,5,450,6,7.87
4258,John Stones,2017/2018,Manchester Ci..,England-Premier-League,EPL,18,1306,19,6.89
4259,John Stones,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,557,6,6.66
4260,John Stones,2016/2017,Manchester Ci..,England-Premier-League,EPL,27,2013,39,6.78
4261,John Stones,2015/2016,Everton,England-Premier-League,EPL,33,2780,56,6.85
4262,John Stones,2015,England U21,International-EURO-U-21,IEU,1,90,3,6.64
4263,John Stones,2014/2015,Everton,Europe-UEFA-Europa-League,UEL,3,242,3,5.96
4264,John Stones,2014/2015,Everton,England-Premier-League,EPL,23,2044,35,7.17
4265,John Stones,2013/2014,Everton,England-Premier-League,EPL,21,1368,19,6.84
4266,Harry Kane,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,597,2,8.34
4267,Harry Kane,2017/2018,Tottenham,England-Premier-League,EPL,37,3083,5,7.6
4268,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,263,-,7.34
4269,Harry Kane,2016/2017,Tottenham,England-Premier-League,EPL,30,2536,4,7.68
4270,Harry Kane,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,-,6.59
4271,Harry Kane,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,359,4,6.79
4272,Harry Kane,2015/2016,Tottenham,England-Premier-League,EPL,38,3370,21,7.53
4273,Harry Kane,2015,England U21,International-EURO-U-21,IEU,3,270,-,6.97
4274,Harry Kane,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,7,423,3,7.14
4275,Harry Kane,2014/2015,Tottenham,England-Premier-League,EPL,34,2582,17,7.28
4276,Harry Kane,2016,England,International-European-Championship,UEC,4,240,-,6.89
4277,Harry Kane,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,5,122,-,6.35
4278,Harry Kane,2013/2014,Tottenham,England-Premier-League,EPL,10,500,3,6.87
4279,Harry Kane,2012/2013,Tottenham,England-Premier-League,EPL,1,4,-,6.13
4280,Harry Kane,2012/2013,Norwich,England-Premier-League,EPL,3,135,2,6.43
4281,Eric Dier,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,7,614,5,6.86
4282,Eric Dier,2017/2018,Tottenham,England-Premier-League,EPL,34,2827,48,6.96
4283,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,5,441,10,6.63
4284,Eric Dier,2016/2017,Tottenham,England-Premier-League,EPL,36,3045,35,6.93
4285,Eric Dier,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,179,5,6.41
4286,Eric Dier,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,669,16,6.88
4287,Eric Dier,2015/2016,Tottenham,England-Premier-League,EPL,37,3268,80,7.06
4288,Eric Dier,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,270,8,7.27
4289,Eric Dier,2014/2015,Tottenham,England-Premier-League,EPL,28,2291,48,6.93
4290,Eric Dier,2016,England,International-European-Championship,UEC,4,316,5,7.07
4291,Arkadiusz Milik,2017/2018,Napoli,Italy-Serie-A,ISA,15,440,1,6.52
4292,Arkadiusz Milik,2017/2018,Napoli,Europe-UEFA-Champions-League,UCL,1,90,-,6.37
4293,Arkadiusz Milik,2016/2017,Napoli,Italy-Serie-A,ISA,17,547,1,6.49
4294,Arkadiusz Milik,2016/2017,Napoli,Europe-UEFA-Champions-League,UCL,4,199,-,6.95
4295,Arkadiusz Milik,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,5,379,1,6.73
4296,Arkadiusz Milik,2015/2016,Ajax,Netherlands-Eredivisie,NE,31,2474,8,7.3
4297,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Champions-League,UCL,5,256,2,6.73
4298,Arkadiusz Milik,2014/2015,Ajax,Europe-UEFA-Europa-League,UEL,4,347,1,7.33
4299,Arkadiusz Milik,2014/2015,Ajax,Netherlands-Eredivisie,NE,21,1266,8,7.14
4300,Arkadiusz Milik,2016,Poland,International-European-Championship,UEC,5,450,3,6.95
4301,Arkadiusz Milik,2013/2014,Augsburg,Germany-Bundesliga,GB,18,638,-,6.42
4302,Arkadiusz Milik,2012/2013,Bayer Leverku..,Germany-Bundesliga,GB,6,65,-,6.16
4303,Arkadiusz Milik,2012/2013,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,2,36,-,6.34
4304,Samuel Umtiti,2017/2018,Barcelona,Spain-La-Liga,SLL,25,2189,37,7.03
4305,Samuel Umtiti,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,20,7.01
4306,Samuel Umtiti,2016/2017,Barcelona,Spain-La-Liga,SLL,25,2133,47,6.98
4307,Samuel Umtiti,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,8,720,11,6.95
4308,Samuel Umtiti,2015/2016,Lyon,Europe-UEFA-Champions-League,UCL,4,360,16,7.07
4309,Samuel Umtiti,2015/2016,Lyon,France-Ligue-1,FL1,30,2658,72,7.27
4310,Samuel Umtiti,2014/2015,Lyon,France-Ligue-1,FL1,35,3089,61,7.15
4311,Samuel Umtiti,2016,France,International-European-Championship,UEC,3,270,4,6.86
4312,Samuel Umtiti,2013/2014,Lyon,Europe-UEFA-Europa-League,UEL,7,566,19,6.99
4313,Samuel Umtiti,2013/2014,Lyon,France-Ligue-1,FL1,28,2344,38,6.88
4314,Samuel Umtiti,2012/2013,Lyon,Europe-UEFA-Europa-League,UEL,6,497,8,6.61
4315,Samuel Umtiti,2012/2013,Lyon,France-Ligue-1,FL1,26,2259,62,7.1
4316,Samuel Umtiti,2011/2012,Lyon,France-Ligue-1,FL1,12,1002,25,6.64
4317,Ederson,2018,Atletico PR,Brazil-Brasileirão,BSA,3,86,-,6.45
4318,Ederson,2017,Atletico PR,Brazil-Brasileirão,BSA,18,809,1,6.31
4319,Ederson,2014,Atletico PR,Brazil-Brasileirão,BSA,12,870,3,6.5
4320,Ederson,2013,Atletico PR,Brazil-Brasileirão,BSA,36,2488,7,7.1
4321,Miguel Camargo,2017,New York City..,,UMLS,8,176,6,6.32
4322,Paulo Dybala,2017/2018,Juventus,Italy-Serie-A,ISA,33,2358,12,7.77
4323,Paulo Dybala,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,8,661,-,6.86
4324,Paulo Dybala,2016/2017,Juventus,Italy-Serie-A,ISA,31,2154,21,7.46
4325,Paulo Dybala,2016/2017,Juventus,Europe-UEFA-Champions-League,UCL,11,797,4,7.34
4326,Paulo Dybala,2015/2016,Juventus,Italy-Serie-A,ISA,34,2465,12,7.71
4327,Paulo Dybala,2015/2016,Juventus,Europe-UEFA-Champions-League,UCL,7,420,2,6.72
4328,Paulo Dybala,2014/2015,Palermo,Italy-Serie-A,ISA,34,2965,17,7.37
4329,Paulo Dybala,2012/2013,Palermo,Italy-Serie-A,ISA,27,1250,11,6.39
4330,Alfred Gomis,2017/2018,SPAL 2013,,ISA,26,2260,1,6.69
4331,Trézéguet,2017/2018,Kasimpasa,Turkey-Super-Lig,TS,31,2652,56,7.53
4332,Trézéguet,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,1,19,-,5.83
4333,Fahad Al-Muwallad,2017/2018,Levante,,SLL,2,26,1,5.99
4334,José Giménez,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,23,1684,30,6.95
